Query ID: 1 ; Query: coronavirus origin
Top 1 -> Document ID: 9dj07sac ; Score: 0.311
Top 2 -> Document ID: wuegn0jg ; Score: 0.282
Top 3 -> Document ID: e3wjo0yk ; Score: 0.261
Top 4 -> Document ID: ne5r4d4b ; Score: 0.247
Top 5 -> Document ID: 944w4qgq ; Score: 0.24
Top 6 -> Document ID: orqlbw9m ; Score: 0.236
Top 7 -> Document ID: 4068kzp0 ; Score: 0.233
Top 8 -> Document ID: zy8qjaai ; Score: 0.225
Top 9 -> Document ID: d2knbzhl ; Score: 0.221
Top 10 -> Document ID: fjsrg656 ; Score: 0.218
Top 11 -> Document ID: dnxhtbxn ; Score: 0.214
Top 12 -> Document ID: es7q6c90 ; Score: 0.212
Top 13 -> Document ID: 1bvsn9e8 ; Score: 0.211
Top 14 -> Document ID: ezi2mret ; Score: 0.197
Top 15 -> Document ID: zhxrlopp ; Score: 0.193
Top 16 -> Document ID: ffex7dw9 ; Score: 0.191
Top 17 -> Document ID: pi6a2ql7 ; Score: 0.19
Top 18 -> Document ID: v08cs51n ; Score: 0.188
Top 19 -> Document ID: 0194oljo ; Score: 0.188
Top 20 -> Document ID: lfo6otkc ; Score: 0.188
Top 21 -> Document ID: ec8lpgl3 ; Score: 0.187
Top 22 -> Document ID: sdtxi8xw ; Score: 0.187
Top 23 -> Document ID: yg4rs07n ; Score: 0.186
Top 24 -> Document ID: k3cc3ufk ; Score: 0.186
Top 25 -> Document ID: j985e544 ; Score: 0.182
Top 26 -> Document ID: t7gpi2vo ; Score: 0.182
Top 27 -> Document ID: hfkzu18p ; Score: 0.181
Top 28 -> Document ID: 2inlyd0t ; Score: 0.18
Top 29 -> Document ID: 5g2hnk1x ; Score: 0.18
Top 30 -> Document ID: misprnq8 ; Score: 0.18
Top 31 -> Document ID: el1vyyj9 ; Score: 0.178
Top 32 -> Document ID: uqls3p01 ; Score: 0.175
Top 33 -> Document ID: mv3crcsh ; Score: 0.173
Top 34 -> Document ID: ccdj7137 ; Score: 0.173
Top 35 -> Document ID: zel9a3u6 ; Score: 0.172
Top 36 -> Document ID: p0kv1pht ; Score: 0.172
Top 37 -> Document ID: 1mjaycee ; Score: 0.172
Top 38 -> Document ID: ij5sr88p ; Score: 0.171
Top 39 -> Document ID: ufmcfic2 ; Score: 0.17
Top 40 -> Document ID: kj67rd7g ; Score: 0.169
Top 41 -> Document ID: dopa8hxy ; Score: 0.169
Top 42 -> Document ID: xad3k5aw ; Score: 0.168
Top 43 -> Document ID: l2x9keaz ; Score: 0.168
Top 44 -> Document ID: feq8djas ; Score: 0.168
Top 45 -> Document ID: c1nuvprk ; Score: 0.167
Top 46 -> Document ID: qrx83fbo ; Score: 0.167
Top 47 -> Document ID: yzp9wjuk ; Score: 0.166
Top 48 -> Document ID: z443e8lk ; Score: 0.166
Top 49 -> Document ID: 5fg87lvu ; Score: 0.166
Top 50 -> Document ID: 5ugpul3v ; Score: 0.166
Query ID: 2 ; Query: coronavirus response to weather changes
Top 1 -> Document ID: 1f5hn3ig ; Score: 0.141
Top 2 -> Document ID: 1ckrnxom ; Score: 0.134
Top 3 -> Document ID: qrx83fbo ; Score: 0.12
Top 4 -> Document ID: e5iitjwy ; Score: 0.117
Top 5 -> Document ID: vj3wk150 ; Score: 0.116
Top 6 -> Document ID: hxial3gi ; Score: 0.115
Top 7 -> Document ID: fzq71ghi ; Score: 0.112
Top 8 -> Document ID: k6ehxh8i ; Score: 0.111
Top 9 -> Document ID: 944w4qgq ; Score: 0.109
Top 10 -> Document ID: fit47dvd ; Score: 0.108
Top 11 -> Document ID: 9fkrf3tf ; Score: 0.106
Top 12 -> Document ID: 4068kzp0 ; Score: 0.106
Top 13 -> Document ID: dkxi8mgw ; Score: 0.102
Top 14 -> Document ID: itu39mln ; Score: 0.101
Top 15 -> Document ID: 0pujch9v ; Score: 0.1
Top 16 -> Document ID: 8zxl48af ; Score: 0.099
Top 17 -> Document ID: 1vehi4w4 ; Score: 0.098
Top 18 -> Document ID: k38xlki3 ; Score: 0.098
Top 19 -> Document ID: 4owsb0bg ; Score: 0.098
Top 20 -> Document ID: uze6ze8o ; Score: 0.097
Top 21 -> Document ID: 7qawvr2o ; Score: 0.097
Top 22 -> Document ID: esie5osf ; Score: 0.095
Top 23 -> Document ID: zrx8l9d7 ; Score: 0.095
Top 24 -> Document ID: b7j6bwv7 ; Score: 0.095
Top 25 -> Document ID: 8lu9tc9x ; Score: 0.094
Top 26 -> Document ID: jubuq9tq ; Score: 0.093
Top 27 -> Document ID: pgiqxd7v ; Score: 0.093
Top 28 -> Document ID: 1f7fj42v ; Score: 0.093
Top 29 -> Document ID: ex3vep1z ; Score: 0.093
Top 30 -> Document ID: mgofcr1k ; Score: 0.093
Top 31 -> Document ID: zh4bewsg ; Score: 0.093
Top 32 -> Document ID: 05b6s8oz ; Score: 0.092
Top 33 -> Document ID: oc0edgd2 ; Score: 0.092
Top 34 -> Document ID: xioiph83 ; Score: 0.092
Top 35 -> Document ID: pml9r5nd ; Score: 0.091
Top 36 -> Document ID: iedh762s ; Score: 0.091
Top 37 -> Document ID: exbylvf2 ; Score: 0.091
Top 38 -> Document ID: 8p1agcm2 ; Score: 0.091
